# Darya core lexicon - A2 batch (AI scripted)
# rank|dari|translit|pos|register|glossEn|exampleDari|exampleTranslit|exampleEn|tags|variants
674|ابری|abrī|adjective|neutral|cloudy|امروز هوا ابری است.|imrōz hawā abrī ast.|The weather is cloudy today.|Descriptions & Qualities|
675|آسمان صاف|āsmān-e sāf|noun|neutral|clear sky|آسمان صاف و آفتابی است.|āsmān-e sāf wa āftābī ast.|The clear sky is sunny.|Nature & Environment|
676|کمان رستم|kamān-e rustam|noun|spoken|rainbow|بعد از باران کمان رستم پیدا شد.|ba'd az bārān kamān-e rustam paydā shud.|A rainbow appeared after the rain.|Abstract Concepts|رنگین کمان
677|اقلیم|iqlīm|noun|neutral|climate|اقلیم افغانستان خشک است.|iqlīm-e afghānistān khushk ast.|The climate of Afghanistan is dry.|Weather & Climate|آب و هوا
678|فصل|fasl|noun|neutral|season|خزان فصل مورد علاقه من است.|khazān fasl-e mawrid-e alāqa-e man ast.|Autumn is my favorite season.|Abstract Concepts|
679|خاکباد|khākbād|noun|spoken|dust storm|در دشت‌ها خاکباد زیاد است.|dar dashthā khākbād ziyād ast.|There are many dust storms in the plains.|Nature & Environment|
680|ملایم|mulāyim|adjective|neutral|mild|هوای بهار بسیار ملایم است.|hawā-ye bahār bisyār mulāyim ast.|Spring weather is very mild.|Descriptions & Qualities|
681|شدید|shadīd|adjective|neutral|severe|باران شدید باعث سیلاب شد.|bārān-e shadīd bā'is-e sēlāb shud.|Severe rain caused a flood.|Descriptions & Qualities|
682|سیلاب|sēlāb|noun|neutral|flood|سیلاب خانه‌های زیادی را ویران کرد.|sēlāb khānahā-ye ziyādī rā wērān kard.|The flood destroyed many houses.|Abstract Concepts|سیل
683|خشکسالی|khushksālī|noun|neutral|drought|دهقانان از خشکسالی نگران هستند.|dihqānān az khushksālī nigarān hastand.|Farmers are worried about the drought.|Abstract Concepts|
684|دندآب|dandāb|noun|spoken|puddle|از روی دندآب خیز بزن.|az rō-ye dandāb khēz bizan.|Jump over the puddle.|Abstract Concepts|
685|لشم|lashm|adjective|spoken|slippery|بعد از باران سرک لشم می‌شود.|ba'd az bārān sarak lashm mēshawad.|After the rain, the road becomes slippery.|Descriptions & Qualities|لغزنده
686|قطره|qatra|noun|neutral|drop|یک قطره باران روی دستم افتاد.|yak qatra-e bārān rō-ye dastam uftād.|A drop of rain fell on my hand.|Abstract Concepts|
687|تب|tab|noun|neutral|fever|طفل تب بالایی دارد.|tifl tab-e bālāyī dārad.|The child has a high fever.|Health & Medicine|
688|سرفه|surfa|noun|neutral|cough|سرفه‌های خشک دارد.|surfahā-ye khushk dārad.|He has a dry cough.|Health & Medicine|
689|عطسه|atsa|noun|neutral|sneeze|مریضی او با عطسه شروع شد.|marīzī-e ō bā atsa shurō shud.|His illness started with a sneeze.|Health & Medicine|
690|گنس|gans|adjective|spoken|dizzy|سرم گنس است.|saram gans ast.|I feel dizzy.|Descriptions & Qualities|گیج
691|نسخه|nuskhā|noun|neutral|prescription|داکتر برایم نسخه داد.|dāktar barāyam nuskhā dād.|The doctor gave me a prescription.|Abstract Concepts|
692|تابلیت|tāblēt|noun|spoken|pill|این تابلیت را بعد از نان بخور.|īn tāblēt rā ba'd az nān bukhur.|Take this pill after meals.|Health & Medicine|قرص
693|شربت|sharbat|noun|neutral|syrup|شربت سرفه طعم خوبی ندارد.|sharbat-e surfa ta'm-e khūbī nadārad.|Cough syrup doesn't taste good.|Abstract Concepts|
694|پیچکاری|pēchkārī|noun|spoken|injection|من از پیچکاری می‌ترسم.|man az pēchkārī mētarsam.|I am afraid of injections.|Abstract Concepts|تزریق
695|پٹی|patī|noun|spoken|bandage|روی زخمش پٹی بستند.|rō-ye zakhmash patī bastand.|They put a bandage on his wound.|Abstract Concepts|باند
696|زخم|zakhm|noun|neutral|wound|زخمش هنوز خوب نشده است.|zakhmash hanōz khūb nashuda ast.|His wound hasn't healed yet.|Health & Medicine|
697|جور شدن|jōr shudan|verb|spoken|to heal|او به زودی جور می‌شود.|ō ba zōdī jōr mēshawad.|He will heal soon.|Health & Medicine|جور شو
698|مسکن|musakkin|noun|neutral|painkiller|یک تابلیت مسکن خوردم.|yak tāblēt-e musakkin khōrdam.|I took a painkiller pill.|Abstract Concepts|
699|حساسیت|hassāsiyat|noun|neutral|allergy|من به گل‌ها حساسیت دارم.|man ba gulhā hassāsiyat dāram.|I have an allergy to flowers.|Abstract Concepts|
700|فشار خون|fishār-e khūn|noun|neutral|blood pressure|فشار خونش بالا است.|fishār-e khūnash bālā ast.|His blood pressure is high.|Body & Anatomy|
701|مرض|maraz|noun|neutral|disease|این یک مرض خطرناک است.|īn yak maraz-e khatarnāk ast.|This is a dangerous disease.|Health & Medicine|بیماری
702|عرض|araz|noun|neutral|symptom|علائم این مریضی چیست؟|alāyim-e īn marīzī chīst?|What are the symptoms of this illness?|Abstract Concepts|علایم
703|انتان|untān|noun|neutral|infection|زخمش انتان کرده است.|zakhmash untān karda ast.|His wound has an infection.|Abstract Concepts|عفونت
704|ویروس|wīrūs|noun|neutral|virus|این ویروس به سرعت پخش می‌شود.|īn wīrūs ba sur'at pakhsh mēshawad.|This virus spreads quickly.|Health & Medicine|
705|میکروب|mīkrōb|noun|neutral|bacteria|دست‌هایت را بشوی تا میکروب‌ها کشته شوند.|dasthāyat rā bishōy tā mīkrōbhā kushta shawand.|Wash your hands to kill the bacteria.|Health & Medicine|
706|عملیات|amaliyāt|noun|spoken|surgery|فردا داکتران او را عملیات می‌کنند.|fardā dāktarān ō rā amaliyāt mēkunand.|Doctors will perform surgery on him tomorrow.|Abstract Concepts|جراحی
707|داکتر دندان|dāktar-e dandān|noun|spoken|dentist|برای کشیدن دندانم پیش داکتر دندان رفتم.|barāye kashīdan-e dandānam pēsh-e dāktar-e dandān raftam.|I went to the dentist to pull my tooth.|Abstract Concepts|دندان‌پزشک
708|امبولانس|ambulāns|noun|neutral|ambulance|امبولانس به سرعت رسید.|ambulāns ba sur'at rasīd.|The ambulance arrived quickly.|Abstract Concepts|
709|عاجل|ājil|adjective|neutral|emergency|این یک وضعیت عاجل است.|īn yak waz'iyat-e ājil ast.|This is an emergency situation.|Descriptions & Qualities|فوری
710|نبض|nabz|noun|neutral|pulse|داکتر نبض مریض را گرفت.|dāktar nabz-e marīz rā girift.|The doctor took the patient's pulse.|Abstract Concepts|
711|ترمامیتر|tarmāmītar|noun|neutral|thermometer|درجه حرارت را با ترمامیتر اندازه بگیرید.|daraja-e harārat rā bā tarmāmītar andāza bigīrēd.|Measure the temperature with a thermometer.|Abstract Concepts|دماسنج
712|استفراغ|istifrāgh|noun|neutral|vomit|بعد از خوردن آن غذا استفراغ کرد.|ba'd az khōrdan-e ān ghazā istifrāgh kard.|He vomited after eating that food.|Abstract Concepts|
713|دل‌بدی|dilbadī|noun|spoken|nausea|در موتر دل‌بدی می‌شوم.|dar mōtar dilbadī mēshawam.|I get nausea in the car.|Abstract Concepts|حالت تهوع
714|کبودی|kabūdī|noun|neutral|bruise|روی دستش یک کبودی بزرگ است.|rō-ye dastash yak kabūdī-e buzurg ast.|There is a large bruise on his arm.|Abstract Concepts|
715|بجلک پا|bujulak-e pā|noun|spoken|ankle|بجلک پایم پیچ خورد.|bujulak-e pāyam pēch khōrd.|My ankle twisted.|Abstract Concepts|مچ پا
716|بند دست|band-e dast|noun|spoken|wrist|ساعت را در بند دستم می‌بندم.|sā'at rā dar band-e dastam mēbandam.|I wear a watch on my wrist.|Abstract Concepts|مچ دست
717|آرنج|āranj|noun|neutral|elbow|آرنجم به دروازه خورد.|āranjam ba darwāza khōrd.|My elbow hit the door.|Abstract Concepts|
718|سینه|sīna|noun|neutral|chest|درد شدیدی در سینه احساس می‌کنم.|dard-e shadīdī dar sīna ihsās mēkunam.|I feel a severe pain in my chest.|Body & Anatomy|
719|کمر|kamar|noun|neutral|waist|کمربند را دور کمرم بستم.|kamarband rā dōr-e kamaram bastam.|I tied the belt around my waist.|Abstract Concepts|
720|سرین|surīn|noun|neutral|hip|درد سرین او را اذیت می‌کند.|dard-e surīn ō rā aziyat mēkunad.|Hip pain bothers him.|Abstract Concepts|
721|ران|rān|noun|neutral|thigh|عضله ران او کشیده شده است.|azala-e rān-e ō kashīda shuda ast.|His thigh muscle is pulled.|Abstract Concepts|
722|لنگ پا|ling-e pā|noun|spoken|calf|لنگ پایم درد می‌کند.|ling-e pāyam dard mēkunad.|My calf hurts.|Abstract Concepts|
723|کوری|kūrī|noun|spoken|heel|کوری بوتم بلند است.|kūrī-e būtam buland ast.|My shoe's heel is high.|Abstract Concepts|پاشنه
724|انگشت پا|angusht-e pā|noun|neutral|toe|انگشت پایش زخم شده است.|angusht-e pāyash zakhm shuda ast.|His toe is injured.|Body & Anatomy|
725|شست|shast|noun|neutral|thumb|او با شست خود اشاره کرد.|ō bā shast-e khud ishāra kard.|He pointed with his thumb.|Abstract Concepts|
726|ناخن|nākhun|noun|neutral|nail|ناخن‌هایت را کوتاه کن.|nākhunhāyat rā kōtāh kun.|Cut your nails.|Abstract Concepts|
727|پیشانی|pēshānī|noun|neutral|forehead|پیشانی او گرم است.|pēshānī-e ō garm ast.|His forehead is warm.|Abstract Concepts|
728|رخسار|rukhsār|noun|neutral|cheek|اشک از رخسارش جاری شد.|ashk az rukhsārash jārī shud.|A tear flowed from her cheek.|Abstract Concepts|گونه
729|الاشه|alāsha|noun|spoken|chin|ریش او در الاشه اش بلند است.|rēsh-e ō dar alāsha ash buland ast.|His beard is long on his chin.|Abstract Concepts|چانه
730|فک|fak|noun|neutral|jaw|هنگام جویدن غذا فکم درد می‌کند.|hangām-e jawīdan-e ghazā fakam dard mēkunad.|My jaw hurts when chewing food.|Abstract Concepts|
731|ابرو|abrō|noun|neutral|eyebrow|ابروهای او سیاه هستند.|abrōhā-ye ō siyāh hastand.|His eyebrows are black.|Abstract Concepts|
732|مژه|muzha|noun|neutral|eyelash|مژه‌های او دراز است.|muzhahā-ye ō darāz ast.|Her eyelashes are long.|Abstract Concepts|
733|پلک|pilk|noun|neutral|eyelid|پلک‌هایم سنگین شده‌اند.|pilkhāyam sangīn shuda-and.|My eyelids have become heavy.|Abstract Concepts|
734|لب|lab|noun|neutral|lip|لب‌هایم از سردی خشک شده‌اند.|labhāyam az sardī khushk shuda-and.|My lips are dry from the cold.|Body & Anatomy|
735|گلو|gūlō|noun|neutral|throat|گلویم درد می‌کند.|gūlōyam dard mēkunad.|My throat hurts.|Abstract Concepts|
736|گردن|gardan|noun|neutral|neck|گردنبند را در گردنش انداخت.|gardanband rā dar gardanash andākht.|She put the necklace around her neck.|Body & Anatomy|
737|ستون فقرات|sutūn-e faqarāt|noun|neutral|spine|ستون فقرات او آسیب دیده است.|sutūn-e faqarāt-e ō āsēb dīda ast.|His spine is injured.|Abstract Concepts|
738|قبرغه|qaburgha|noun|spoken|rib|قبرغه‌اش در تصادف شکست.|qaburgha-ash dar tasāduf shikast.|His rib broke in the accident.|Abstract Concepts|دنده
739|عضله|azala|noun|neutral|muscle|ورزش عضلات را قوی می‌سازد.|warzish azalāt rā qawī mēsāzad.|Exercise makes muscles strong.|Body & Anatomy|
740|مفصل|mafsal|noun|neutral|joint|مفصل زانوی او پندیده است.|mafsal-e zānō-ye ō pandīda ast.|His knee joint is swollen.|Abstract Concepts|
741|مغز|maghz|noun|neutral|brain|مغز انسان بسیار پیچیده است.|maghz-e insān bisyār pēchīda ast.|The human brain is very complex.|Body & Anatomy|
742|رگ|rag|noun|neutral|vein|داکتر رگ او را پیدا کرد.|dāktar rag-e ō rā paydā kard.|The doctor found his vein.|Abstract Concepts|
743|طرزالعمل|tarzul'amal|noun|neutral|recipe|طرزالعمل این غذا چیست؟|tarzul'amal-e īn ghazā chīst?|What is the recipe for this food?|Abstract Concepts|
744|مواد لازم|mawād-e lāzim|noun|neutral|ingredient|مواد لازم برای کیک را خریدم.|mawād-e lāzim barāye kayk rā kharīdam.|I bought the ingredients for the cake.|Abstract Concepts|
745|مصالح|masāla|noun|spoken|spices|در این غذا مصالح زیاد است.|dar īn ghazā masāla ziyād ast.|There are many spices in this food.|Abstract Concepts|ادویه
746|خمیر|khamīr|noun|neutral|dough|مادرم خمیر را آماده کرد.|mādaram khamīr rā āmāda kard.|My mother prepared the dough.|Abstract Concepts|
747|داش|dāsh|noun|spoken|oven|نان را در داش پختیم.|nān rā dar dāsh pukhtēm.|We baked the bread in the oven.|Abstract Concepts|فر
748|دیگ|dēg|noun|neutral|pot|دیگ روی اجاق است.|dēg rō-ye ujāq ast.|The pot is on the stove.|Abstract Concepts|قابلمه
749|تخم‌پزی|tukhmpazī|noun|spoken|pan|تخم‌ها را در تخم‌پزی سرخ کن.|tukhmhā rā dar tukhmpazī surkh kun.|Fry the eggs in the pan.|Abstract Concepts|ماهیتابه
750|کاسه|kāsa|noun|neutral|bowl|یک کاسه شوربا بیاور.|yak kāsa shōrbā biyāwar.|Bring a bowl of soup.|Abstract Concepts|
751|بشقاب|bushqāb|noun|neutral|plate|غذا را در بشقاب کشیدم.|ghazā rā dar bushqāb kashīdam.|I served the food on the plate.|Abstract Concepts|
752|پنجه|panja|noun|spoken|fork|با قاشق و پنجه غذا می‌خوریم.|bā qāshuq wa panja ghazā mēkhōrēm.|We eat with a spoon and fork.|Abstract Concepts|چنگال
753|قاشق|qāshuq|noun|neutral|spoon|برای خوردن سوپ قاشق ضرورت است.|barāye khōrdan-e sōp qāshuq zarūrat ast.|A spoon is needed to eat soup.|Abstract Concepts|
754|کارد|kārd|noun|neutral|knife|کارد بسیار تیز است.|kārd bisyār tēz ast.|The knife is very sharp.|Abstract Concepts|چاقو
755|سرخ کردن|surkh kardan|verb|neutral|to fry|کچالوها را در روغن سرخ کن.|kachālōhā rā dar rōghan surkh kun.|Fry the potatoes in oil.|Actions & Movement|سرخ کن
756|جوشاندن|jōshāndan|verb|neutral|to boil|آب را برای چای جوشاند.|āb rā barāye chāy jōshānd.|He boiled the water for tea.|Actions & Movement|جوشان
757|توته کردن|tōta kardan|verb|spoken|to chop|پیاز را توته کن.|piyāz rā tōta kun.|Chop the onion.|Actions & Movement|توته کن
758|پوست کردن|pōst kardan|verb|neutral|to peel|من سیب را پوست می‌کنم.|man sēb rā pōst mēkunam.|I peel the apple.|Actions & Movement|پوست کن
759|شور دادن|shōr dādan|verb|spoken|to stir|آش را شور بده تا نسوزد.|āsh rā shōr bida tā nasōzad.|Stir the soup so it doesn't burn.|Actions & Movement|شور ده
760|گډول|gadowal|verb|spoken|to mix|مواد را با هم گډ کن.|mawād rā bā ham gad kun.|Mix the ingredients together.|Actions & Movement|گډ کن
761|ترش|tursh|adjective|neutral|sour|این لیمو بسیار ترش است.|īn lēmō bisyār tursh ast.|This lemon is very sour.|Descriptions & Qualities|
762|تلخ|talkh|adjective|neutral|bitter|دوا تلخ بود اما خوردم.|dawā talkh būd ammā khōrdam.|The medicine was bitter but I took it.|Descriptions & Qualities|
763|تند|tund|adjective|neutral|spicy|غذاهای هندی تند هستند.|ghazāhā-ye hindī tund hastand.|Indian foods are spicy.|Descriptions & Qualities|
764|خام|khām|adjective|neutral|raw|گوشت هنوز خام است.|gōsht hanōz khām ast.|The meat is still raw.|Descriptions & Qualities|
765|گنده|ganda|adjective|spoken|rotten|سیب‌های گنده را دور بینداز.|sēbhā-ye ganda rā dōr binyandāz.|Throw away the rotten apples.|Descriptions & Qualities|خراب
766|طعم|ta'm|noun|neutral|flavor|طعم این غذا عالی است.|ta'm-e īn ghazā ālī ast.|The flavor of this food is excellent.|Abstract Concepts|مزه
767|اشتها|ishtihā|noun|neutral|appetite|من امروز هیچ اشتها ندارم.|man imrōz hēch ishtihā nadāram.|I have no appetite today.|Abstract Concepts|
768|اینترنت|intarnit|noun|neutral|internet|من از اینترنت استفاده می‌کنم.|man az intarnit istifāda mēkunum.|I use the internet.|Science & Technology|
769|کمپیوتر|kampyūtar|noun|neutral|computer|کمپیوتر من خراب است.|kampyūtar-i man kharāb ast.|My computer is broken.|Science & Technology|
770|نرم‌افزار|narm-afzār|noun|neutral|software|این نرم‌افزار جدید است.|īn narm-afzār jadīd ast.|This software is new.|Science & Technology|
771|صفحه نمایش|safha-yi namāyish|noun|neutral|screen|صفحه نمایش کلان است.|safha-yi namāyish kalān ast.|The screen is large.|Science & Technology|
772|باتری|batrī|noun|neutral|battery|باتری تیلیفون من خلاص شد.|batrī-yi tilifōn-i man khalās shud.|My phone's battery died.|Abstract Concepts|بتری
773|کیبورد|kībōrd|noun|neutral|keyboard|کیبورد لپ‌تاپم خراب است.|kībōrd-i laptāp-am kharāb ast.|My laptop keyboard is broken.|Science & Technology|
774|دانلود|dānlōd|noun|neutral|download|من یک فایل دانلود کردم.|man yak fāyl dānlōd kadum.|I downloaded a file.|Abstract Concepts|
775|فایل|fāyl|noun|neutral|file|این فایل مهم است.|īn fāyl muhim ast.|This file is important.|Science & Technology|
776|لینک|lēnk|noun|neutral|link|روی این لینک کلیک کنید.|rōy-i īn lēnk kilīk kunēd.|Click on this link.|Abstract Concepts|
777|شبکه|shabaka|noun|neutral|network|شبکه اینجا ضعیف است.|shabaka īnjā za'īf ast.|The network is weak here.|Science & Technology|
778|دستگاه|dastgāh|noun|neutral|device|این دستگاه چگونه کار می‌کند؟|īn dastgāh chigūna kār mēkuna?|How does this device work?|Abstract Concepts|
779|اتصال|ittisāl|noun|neutral|connection|اتصال اینترنت قطع شد.|ittisāl-i intarnit qat' shud.|The internet connection dropped.|Abstract Concepts|
780|رمز عبور|ramz-i ubūr|noun|neutral|password|رمز عبور خود را فراموش کردم.|ramz-i ubūr-i khud ra farāmōsh kadum.|I forgot my password.|Abstract Concepts|
781|حساب کاربری|hisāb-i kārbārī|noun|neutral|user account|من یک حساب کاربری جدید ساختم.|man yak hisāb-i kārbārī-yi jadīd sākhtum.|I created a new user account.|Abstract Concepts|
782|پیام|payām|noun|neutral|message|من برایت یک پیام روان کردم.|man barēt yak payām rawān kadum.|I sent you a message.|Communication & Media|
783|تماس تصویری|tamās-i taswīrī|noun|neutral|video call|ما تماس تصویری گرفتیم.|mā tamās-i taswīrī giriftēm.|We made a video call.|Communication & Media|
784|اپلیکیشن|aplīkēshan|noun|neutral|application|این اپلیکیشن رایگان است.|īn aplīkēshan rāygān ast.|This application is free.|Abstract Concepts|برنامه
785|بروزرسانی|burōz-rasānī|noun|neutral|update|نیاز به بروزرسانی دارد.|niyāz ba burōz-rasānī dāra.|It needs an update.|Abstract Concepts|آپدیت
786|دیتا|dētā|noun|neutral|data|دیتای من خلاص شده.|dētā-yi man khalās shuda.|My data is finished.|Science & Technology|
787|چارجر|chārjar|noun|neutral|charger|چارجر تیلیفون داری؟|chārjar-i tilifōn dārī?|Do you have a phone charger?|Abstract Concepts|
788|سیگنال|sīgnāl|noun|neutral|signal|اینجا سیگنال نیست.|īnjā sīgnāl nēst.|There is no signal here.|Abstract Concepts|
789|مرورگر|murūr-gar|noun|neutral|browser|کدام مرورگر را استفاده می‌کنی؟|kudām murūr-gar ra istifāda mēkunī?|Which browser do you use?|Abstract Concepts|
790|میکروفون|māykrōfūn|noun|neutral|microphone|میکروفون روشن است.|māykrōfūn rōshan ast.|The microphone is on.|Abstract Concepts|
791|اسپیکر|ispaykar|noun|neutral|speaker|صدای اسپیکر بلند است.|sadā-yi ispaykar buland ast.|The speaker's volume is loud.|Abstract Concepts|بلندگو
792|استاد|ustād|noun|neutral|professor, teacher|استاد ما بسیار مهربان است.|ustād-i mā bisyār mihrabān ast.|Our professor is very kind.|Education & Learning|
793|نمره|numra|noun|neutral|grade, score|نمره من در امتحان خوب بود.|numra-i man dar imtihān khūb būd.|My grade in the exam was good.|Education & Learning|
794|کار خانگی|kār-i khānagī|noun|neutral|homework|من کار خانگی خود را انجام دادم.|man kār-i khānagī-yi khud ra anjām dādum.|I did my homework.|Education & Learning|
795|مضمون|mazmūn|noun|neutral|subject, course|مضمون دلخواهت چیست؟|mazmūn-i dilkhwāh-it chīst?|What is your favorite subject?|Education & Learning|
796|سند|sanad|noun|neutral|degree, document|او سند لیسانس دارد.|ō sanad-i lēsāns dāra.|He has a bachelor's degree.|Weather & Climate|
797|مطالعه کردن|mutāla'a kadan|verb|neutral|to study|من هر شب مطالعه می‌کنم.|man har shab mutāla'a mēkunum.|I study every night.|Education & Learning|mutāla'a mēkun-
798|تحقیق|tahqīq|noun|neutral|research|او مصروف تحقیق است.|ō masrūf-i tahqīq ast.|He is busy with research.|Abstract Concepts|
799|مقاله|maqāla|noun|neutral|article|من یک مقاله می‌نویسم.|man yak maqāla mēnawīsum.|I am writing an article.|Abstract Concepts|
800|قاموس|qāmūs|noun|neutral|dictionary|من از قاموس استفاده می‌کنم.|man az qāmūs istifāda mēkunum.|I use a dictionary.|Abstract Concepts|لغت‌نامه
801|گرامر|garāmar|noun|neutral|grammar|گرامر این زبان سخت است.|garāmar-i īn zabān sakht ast.|The grammar of this language is hard.|Abstract Concepts|دستور زبان
802|سمستر|simistar|noun|neutral|semester|این سمستر آخر من است.|īn simistar-i ākhir-i man ast.|This is my last semester.|Abstract Concepts|
803|کتاب درسی|kitāb-i darsī|noun|neutral|textbook|کتاب درسی را خریدم.|kitāb-i darsī ra kharīdum.|I bought the textbook.|Abstract Concepts|
804|لابراتوار|lābrātwār|noun|neutral|laboratory|ما در لابراتوار کار می‌کنیم.|mā dar lābrātwār kār mēkunēm.|We work in the laboratory.|Abstract Concepts|آزمایشگاه
805|فراغت|farāghat|noun|neutral|graduation|جشن فراغت فردا است.|jashn-i farāghat fardā ast.|The graduation party is tomorrow.|Abstract Concepts|
806|بورس تحصیلی|būrs-i tahsīlī|noun|neutral|scholarship|او بورس تحصیلی گرفت.|ō būrs-i tahsīlī girift.|He got a scholarship.|Abstract Concepts|
807|آزمون|āzmūn|noun|neutral|test|آزمون بسیار آسان بود.|āzmūn bisyār āsān būd.|The test was very easy.|Education & Learning|
808|کتابچه|kitābcha|noun|neutral|notebook|یک کتابچه جدید خریدم.|yak kitābcha-yi jadīd kharīdum.|I bought a new notebook.|Abstract Concepts|
809|تدریس کردن|tadrīs kadan|verb|neutral|to teach|او در مکتب تدریس می‌کند.|ō dar maktab tadrīs mēkuna.|He teaches at the school.|Education & Learning|tadrīs mēkun-
810|لکچر|lakchar|noun|neutral|lecture|لکچر استاد جالب بود.|lakchar-i ustād jālib būd.|The professor's lecture was interesting.|Abstract Concepts|
811|انستیتوت|institūt|noun|neutral|institute|من در انستیتوت زبان می‌خوانم.|man dar institūt zabān mēkhwānum.|I study language at the institute.|Abstract Concepts|
812|تعلیم و تربیه|ta'līm u tarbiya|noun|neutral|education|تعلیم و تربیه برای همه مهم است.|ta'līm u tarbiya barāyi hama muhim ast.|Education is important for everyone.|Education & Learning|
813|شهادت‌نامه|shuhādat-nāma|noun|neutral|certificate|شهادت‌نامه مکتب را گرفتم.|shuhādat-nāma-yi maktab ra giriftum.|I got my school certificate.|Abstract Concepts|
814|نقاشی|naqqāshī|noun|neutral|painting|این نقاشی زیبا است.|īn naqqāshī zēbā ast.|This painting is beautiful.|Abstract Concepts|
815|آله موسیقی|āla-yi mūsīqī|noun|neutral|instrument|کدام آله موسیقی را می‌نوازی؟|kudām āla-yi mūsīqī ra mēnawāzī?|Which instrument do you play?|Abstract Concepts|
816|تیاتر|tiyātar|noun|neutral|theater|ما به تیاتر رفتیم.|mā ba tiyātar raftēm.|We went to the theater.|Arts & Entertainment|
817|گالری|gālarī|noun|neutral|gallery|گالری هنری باز است.|gālarī-yi hunarī bāz ast.|The art gallery is open.|Abstract Concepts|
818|نمایشگاه|namāyishgāh|noun|neutral|exhibition|نمایشگاه کتاب فردا است.|namāyishgāh-i kitāb fardā ast.|The book exhibition is tomorrow.|Abstract Concepts|
819|مجسمه‌سازی|mujassama-sāzī|noun|neutral|sculpture, sculpting|او در مجسمه‌سازی مهارت دارد.|ō dar mujassama-sāzī mahārat dāra.|He is skilled in sculpting.|Abstract Concepts|
820|طراحی|tarrāhī|noun|neutral|design|طراحی این خانه قشنگ است.|tarrāhī-yi īn khāna qashang ast.|The design of this house is beautiful.|Abstract Concepts|دیزاین
821|هنرمند|hunarmand|noun|neutral|artist|او یک هنرمند مشهور است.|ō yak hunarmand-i mashhūr ast.|He is a famous artist.|Abstract Concepts|
822|برس نقاشی|burus-i naqqāshī|noun|neutral|paintbrush|من یک برس نقاشی خریدم.|man yak burus-i naqqāshī kharīdum.|I bought a paintbrush.|Abstract Concepts|
823|بوم|būm|noun|neutral|canvas|او روی بوم نقاشی می‌کند.|ō rōy-i būm naqqāshī mēkuna.|He paints on canvas.|Abstract Concepts|تاروپود
824|رسم کردن|rasm kadan|verb|neutral|to draw|کودک یک گل رسم کرد.|kōdak yak gul rasm kad.|The child drew a flower.|Arts & Entertainment|rasm mēkun-
825|عکاسی|akkāsī|noun|neutral|photography|عکاسی یک هنر است.|akkāsī yak hunar ast.|Photography is an art.|Abstract Concepts|
826|پرتره|purtrī|noun|neutral|portrait|او پرتره مرا کشید.|ō purtrī-yi mara kashīd.|He drew my portrait.|Abstract Concepts|تصویر
827|رمان|rumān|noun|neutral|novel|این رمان بسیار جالب است.|īn rumān bisyār jālib ast.|This novel is very interesting.|Abstract Concepts|
828|اجرا کردن|ijrā kadan|verb|neutral|to perform|او در کنسرت اجرا می‌کند.|ō dar kansart ijrā mēkuna.|He performs in the concert.|Actions & Movement|ijrā mēkun-
829|کنسرت|kansart|noun|neutral|concert|تکت کنسرت را خریدی؟|tikit-i kansart ra kharīdī?|Did you buy the concert ticket?|Abstract Concepts|
830|صنایع دستی|sanāyi'-i dastī|noun|neutral|handicraft|افغانستان صنایع دستی زیبا دارد.|afghānistān sanāyi'-i dastī-yi zēbā dāra.|Afghanistan has beautiful handicrafts.|Abstract Concepts|
831|معماری|mi'mārī|noun|neutral|architecture|معماری این مسجد قدیمی است.|mi'mārī-yi īn masjid qadīmī ast.|The architecture of this mosque is old.|Abstract Concepts|
832|اخبار|akhbār|noun|neutral|news|من اخبار را شنیدم.|man akhbār ra shinīdum.|I heard the news.|Communication & Media|
833|روزنامه|rōznāma|noun|neutral|newspaper|پدرم روزنامه می‌خواند.|padar-am rōznāma mēkhwāna.|My father reads the newspaper.|Communication & Media|
834|مجله|majalla|noun|neutral|magazine|این مجله معلوماتی است.|īn majalla ma'lūmātī ast.|This magazine is informative.|Communication & Media|
835|تلویزیون|tilwīzyōn|noun|neutral|television|ما تلویزیون می‌بینیم.|mā tilwīzyōn mēbīnēm.|We are watching television.|Communication & Media|
836|رادیو|rādyō|noun|neutral|radio|در موتر رادیو گوش می‌دهم.|dar mōtar rādyō gōsh mētiyum.|I listen to the radio in the car.|Communication & Media|
837|کانال|kānāl|noun|neutral|channel|کدام کانال را تماشا می‌کنی؟|kudām kānāl ra tamāshā mēkunī?|Which channel are you watching?|Abstract Concepts|
838|مصاحبه|musāhiba|noun|neutral|interview|فردا مصاحبه کاری دارم.|fardā musāhiba-yi kārī dārum.|I have a job interview tomorrow.|Abstract Concepts|
839|گزارش|guzārish|noun|neutral|report|او یک گزارش آماده کرد.|ō yak guzārish āmāda kad.|He prepared a report.|Abstract Concepts|
840|نشرات|nasharāt|noun|neutral|broadcast|نشرات این شبکه خوب است.|nasharāt-i īn shabaka khūb ast.|The broadcast of this network is good.|Communication & Media|
841|اعلان|i'lān|noun|neutral|advertisement|من اعلان را در روزنامه دیدم.|man i'lān ra dar rōznāma dīdum.|I saw the advertisement in the newspaper.|Abstract Concepts|تبلیغات
842|شبکه‌های اجتماعی|shabaka-hā-yi ijtimā'ī|noun|neutral|social media|جوانان زیاد از شبکه‌های اجتماعی استفاده می‌کنند.|jawānān ziyād az shabaka-hā-yi ijtimā'ī istifāda mēkunand.|Young people use social media a lot.|Communication & Media|
