kind	lexemeA	targetA	lexemeB	targetB	count
vobj	lx-0010	است	lx-1916	سرور	3
vobj	lx-0010	است	lx-0480	سگ	3
vobj	lx-0010	است	lx-0489	سنگ	3
vobj	lx-0010	است	lx-0114	سیب	3
vobj	lx-0010	است	lx-0269	شاعر	3
vobj	lx-0010	است	lx-0041	شب	3
vobj	lx-0010	است	lx-0243	صلح	3
vobj	lx-0010	است	lx-0607	طرف	3
vobj	lx-0010	است	lx-6143	طفل	3
vobj	lx-0010	است	lx-6030	طلا	3
vobj	lx-0010	است	lx-3255	علت	3
vobj	lx-0010	است	lx-1603	عنصر	3
vobj	lx-0010	است	lx-1359	فساد	3
vobj	lx-0010	است	lx-1806	فیلم	3
vobj	lx-0010	است	lx-0238	قلم	3
vobj	lx-0010	است	lx-0225	قندهار	3
vobj	lx-0010	است	lx-3933	کمی	3
vobj	lx-0010	است	lx-1589	کهکشان	3
vobj	lx-0010	است	lx-0137	کوه	3
vobj	lx-0010	است	lx-2985	کوهستان	3
vobj	lx-0010	است	lx-1610	گاز	3
vobj	lx-0010	است	lx-1051	گذشته	3
vobj	lx-0010	است	lx-0140	گل	3
vobj	lx-0010	است	lx-0112	گوشت	3
vobj	lx-0010	است	lx-0230	لباس	3
vobj	lx-0010	است	lx-1730	مثبت	3
vobj	lx-0010	است	lx-0508	مدیر	3
vobj	lx-0010	است	lx-4844	منبع	3
vobj	lx-0010	است	lx-0083	موتر	3
vobj	lx-0010	است	lx-0277	میراث	3
vobj	lx-0010	است	lx-3961	نسبیت	3
vobj	lx-0010	است	lx-0814	نقاشی	3
vobj	lx-0010	است	lx-5547	نیرو	3
vobj	lx-0010	است	lx-0050	هفته	3
vobj	lx-0010	است	lx-2174	همکار	3
vobj	lx-0010	است	lx-5276	یادگیری	3
vobj	lx-0241	باریدن	lx-0128	برف	3
vobj	lx-0287	باشد	lx-0038	نان	3
vobj	lx-0290	باید	lx-0037	آب	3
vobj	lx-0290	باید	lx-0784	اپلیکیشن	3
vobj	lx-0290	باید	lx-1296	استاندارد	3
vobj	lx-0290	باید	lx-3945	انرژی	3
vobj	lx-0290	باید	lx-0541	بانک	3
vobj	lx-0290	باید	lx-0036	خانه	3
vobj	lx-0290	باید	lx-0495	خون	3
vobj	lx-0290	باید	lx-2009	دقت	3
vobj	lx-0290	باید	lx-0274	قانون	3
vobj	lx-0290	باید	lx-1408	مالیات	3
vobj	lx-0233	بردن	lx-0122	سر	3
vobj	lx-0096	بودن	lx-0037	آب	3
vobj	lx-0096	بودن	lx-1050	آینده	3
vobj	lx-0096	بودن	lx-0196	اتاق	3
vobj	lx-0096	بودن	lx-0220	امتحان	3
vobj	lx-0096	بودن	lx-0266	تاریخ	3
vobj	lx-0096	بودن	lx-1046	تصمیم	3
vobj	lx-0096	بودن	lx-0281	تمدن	3
vobj	lx-0096	بودن	lx-0244	جنگ	3
vobj	lx-0096	بودن	lx-3863	دار	3
vobj	lx-0096	بودن	lx-0088	زبان	3
vobj	lx-0096	بودن	lx-0048	سال	3
vobj	lx-0096	بودن	lx-1237	شرکت	3
vobj	lx-0096	بودن	lx-0080	شهر	3
vobj	lx-0096	بودن	lx-0274	قانون	3
vobj	lx-0096	بودن	lx-0086	کابل	3
vobj	lx-0096	بودن	lx-6027	کلمه	3
vobj	lx-0096	بودن	lx-3402	کیهان	3
vobj	lx-0096	بودن	lx-5876	گویا	3
vobj	lx-0096	بودن	lx-1730	مثبت	3
vobj	lx-0096	بودن	lx-0701	مرض	3
vobj	lx-0096	بودن	lx-6019	معنی	3
vobj	lx-0453	تپیدن	lx-1703	قلب	3
vobj	lx-0158	توانستن	lx-0088	زبان	3
vobj	lx-0158	توانستن	lx-1201	سرمایه‌گذاری	3
vobj	lx-0158	توانستن	lx-0074	کتاب	3
vobj	lx-0205	خریدن	lx-0059	مردم	3
vobj	lx-0099	خواستن	lx-0037	آب	3
vobj	lx-0100	دادن	lx-0037	آب	3
vobj	lx-0100	دادن	lx-3938	ارجاع	3
vobj	lx-0100	دادن	lx-0339	استفاده	3
vobj	lx-0100	دادن	lx-3049	الگو	3
vobj	lx-0100	دادن	lx-0327	پول	3
vobj	lx-0100	دادن	lx-0242	دولت	3
vobj	lx-0100	دادن	lx-0150	زندگی	3
vobj	lx-0100	دادن	lx-1237	شرکت	3
vobj	lx-0100	دادن	lx-0161	کشور	3
vobj	lx-0100	دادن	lx-0208	کمک	3
vobj	lx-0100	دادن	lx-1047	هدف	3
vobj	lx-0100	دادن	lx-1219	هزینه	3
vobj	lx-0095	داشتن	lx-0220	امتحان	3
vobj	lx-0095	داشتن	lx-1251	امضا	3
vobj	lx-0095	داشتن	lx-1315	توزیع	3
vobj	lx-0095	داشتن	lx-1333	توسعه	3
vobj	lx-0095	داشتن	lx-0039	چای	3
vobj	lx-0095	داشتن	lx-1087	حق	3
vobj	lx-0095	داشتن	lx-0604	خارجی	3
vobj	lx-0095	داشتن	lx-0245	خبر	3
vobj	lx-0095	داشتن	lx-0054	خواهر	3
vobj	lx-0095	داشتن	lx-0495	خون	3
vobj	lx-0095	داشتن	lx-1658	درمان	3
vobj	lx-0095	داشتن	lx-2009	دقت	3
vobj	lx-0095	داشتن	lx-1332	رشد	3
vobj	lx-0095	داشتن	lx-5325	روانی	3
vobj	lx-0095	داشتن	lx-0358	زمان	3
vobj	lx-0095	داشتن	lx-3943	سرعت	3
vobj	lx-0095	داشتن	lx-1220	سود	3
vobj	lx-0095	داشتن	lx-3124	طبیعت	3
vobj	lx-0095	داشتن	lx-0161	کشور	3
vobj	lx-0095	داشتن	lx-1730	مثبت	3
vobj	lx-0095	داشتن	lx-0701	مرض	3
vobj	lx-0095	داشتن	lx-1276	مشکل	3
vobj	lx-0095	داشتن	lx-2449	معنا	3
vobj	lx-0095	داشتن	lx-1063	مهارت	3
vobj	lx-0095	داشتن	lx-2226	نفوذ	3
vobj	lx-0094	دانستن	lx-0164	چیز	3
vobj	lx-0092	دیدن	lx-0078	معلم	3
vobj	lx-0370	رسیدن	lx-2474	کمال	3
vobj	lx-0089	رفتن	lx-0121	دست	3
vobj	lx-0089	رفتن	lx-0124	دل	3
vobj	lx-0089	رفتن	lx-0237	زمین	3
vobj	lx-0152	زدن	lx-0298	حرف	3
vobj	lx-0375	ساختن	lx-0339	استفاده	3
vobj	lx-0375	ساختن	lx-0546	پل	3
vobj	lx-0375	ساختن	lx-0036	خانه	3
vobj	lx-0371	سوختن	lx-3087	جایگزین	3
vobj	lx-0371	سوختن	lx-4850	کاهش	3
vobj	lx-0149	شدن	lx-1974	آزمایش	3
vobj	lx-0149	شدن	lx-2008	ابزار	3
vobj	lx-0149	شدن	lx-1477	احضار	3
vobj	lx-0149	شدن	lx-3938	ارجاع	3
vobj	lx-0149	شدن	lx-1341	ارزیابی	3
vobj	lx-0149	شدن	lx-1665	افسردگی	3
vobj	lx-0149	شدن	lx-1535	اقیانوس	3
vobj	lx-0149	شدن	lx-0220	امتحان	3
vobj	lx-0149	شدن	lx-1057	امنیت	3
vobj	lx-0149	شدن	lx-1089	انتخاب	3
vobj	lx-0149	شدن	lx-0768	اینترنت	3
vobj	lx-0149	شدن	lx-0541	بانک	3
vobj	lx-0149	شدن	lx-1675	بستر	3
vobj	lx-0149	شدن	lx-1826	بنا	3
vobj	lx-0149	شدن	lx-0125	پای	3
vobj	lx-0149	شدن	lx-0670	پیش‌بینی	3
vobj	lx-0149	شدن	lx-1072	تأثیر	3
vobj	lx-0149	شدن	lx-3197	تسلیم	3
vobj	lx-0149	شدن	lx-1649	تنفس	3
vobj	lx-0149	شدن	lx-1206	تولید	3
vobj	lx-0149	شدن	lx-1374	حبس	3
vobj	lx-0149	شدن	lx-4045	حرکت	3
vobj	lx-0149	شدن	lx-1052	حقیقت	3
vobj	lx-0149	شدن	lx-2194	حمله	3
vobj	lx-0149	شدن	lx-0245	خبر	3
vobj	lx-0149	شدن	lx-0138	درخت	3
vobj	lx-0149	شدن	lx-0197	دروازه	3
vobj	lx-0149	شدن	lx-0136	دریا	3
vobj	lx-0149	شدن	lx-0778	دستگاه	3
vobj	lx-0149	شدن	lx-4029	ذکر	3
vobj	lx-0149	شدن	lx-1334	رکود	3
vobj	lx-0149	شدن	lx-3294	روان	3
vobj	lx-0149	شدن	lx-1522	زلزله	3
vobj	lx-0149	شدن	lx-3943	سرعت	3
vobj	lx-0149	شدن	lx-6025	سو	3
vobj	lx-0149	شدن	lx-0777	شبکه	3
vobj	lx-0149	شدن	lx-1800	صحنه	3
vobj	lx-0149	شدن	lx-0706	عملیات	3
vobj	lx-0149	شدن	lx-2227	قدرت	3
vobj	lx-0149	شدن	lx-0081	قریه	3
vobj	lx-0149	شدن	lx-1703	قلب	3
vobj	lx-0149	شدن	lx-6132	قیمت	3
vobj	lx-0149	شدن	lx-0137	کوه	3
vobj	lx-0149	شدن	lx-1066	کیفیت	3
vobj	lx-0149	شدن	lx-0049	ماه	3
vobj	lx-0149	شدن	lx-3772	محاکمه	3
vobj	lx-0149	شدن	lx-3907	محیط	3
vobj	lx-0149	شدن	lx-1276	مشکل	3
vobj	lx-0149	شدن	lx-5547	نیرو	3
vobj	lx-0149	شدن	lx-1607	هسته	3
vobj	lx-0156	شنیدن	lx-0245	خبر	3
vobj	lx-0097	کردن	lx-4065	آغاز	3
vobj	lx-0097	کردن	lx-1513	آلاینده	3
vobj	lx-0097	کردن	lx-1994	ارتباط	3
vobj	lx-0097	کردن	lx-1341	ارزیابی	3
vobj	lx-0097	کردن	lx-2229	اعتبار	3
vobj	lx-0097	کردن	lx-0133	بازار	3
vobj	lx-0097	کردن	lx-2088	بحث	3
vobj	lx-0097	کردن	lx-0651	پخته	3
vobj	lx-0097	کردن	lx-1271	پروژه	3
vobj	lx-0097	کردن	lx-0782	پیام	3
vobj	lx-0097	کردن	lx-2176	پیرو	3
vobj	lx-0097	کردن	lx-0525	تاجر	3
vobj	lx-0097	کردن	lx-3358	تحلیل	3
vobj	lx-0097	کردن	lx-2089	تشویق	3
vobj	lx-0097	کردن	lx-4723	تضمین	3
vobj	lx-0097	کردن	lx-1264	جلسه	3
vobj	lx-0097	کردن	lx-0244	جنگ	3
vobj	lx-0097	کردن	lx-0164	چیز	3
vobj	lx-0097	کردن	lx-1254	حقوق	3
vobj	lx-0097	کردن	lx-2194	حمله	3
vobj	lx-0097	کردن	lx-0490	خاک	3
vobj	lx-0097	کردن	lx-0036	خانه	3
vobj	lx-0097	کردن	lx-0495	خون	3
vobj	lx-0097	کردن	lx-1658	درمان	3
vobj	lx-0097	کردن	lx-2009	دقت	3
vobj	lx-0097	کردن	lx-6023	ذهن	3
vobj	lx-0097	کردن	lx-0624	راه	3
vobj	lx-0097	کردن	lx-0088	زبان	3
vobj	lx-0097	کردن	lx-0237	زمین	3
vobj	lx-0097	کردن	lx-1286	سرمایه	3
vobj	lx-0097	کردن	lx-0041	شب	3
vobj	lx-0097	کردن	lx-1250	قرارداد	3
vobj	lx-0097	کردن	lx-0086	کابل	3
vobj	lx-0097	کردن	lx-3792	کشف	3
vobj	lx-0097	کردن	lx-4038	کل	3
vobj	lx-0097	کردن	lx-1051	گذشته	3
vobj	lx-0097	کردن	lx-4735	گروه	3
vobj	lx-0097	کردن	lx-0317	گوش	3
vobj	lx-0097	کردن	lx-1372	متهم	3
vobj	lx-0097	کردن	lx-2748	مرز	3
vobj	lx-0097	کردن	lx-0224	مزار	3
vobj	lx-0097	کردن	lx-1293	مشتری	3
vobj	lx-0097	کردن	lx-1253	معاش	3
vobj	lx-0097	کردن	lx-0038	نان	3
vobj	lx-0097	کردن	lx-0314	نظر	3
vobj	lx-0097	کردن	lx-0329	نفر	3
vobj	lx-0097	کردن	lx-0593	نقشه	3
vobj	lx-0097	کردن	lx-2744	نقض	3
vobj	lx-0097	کردن	lx-5547	نیرو	3
vobj	lx-0097	کردن	lx-0126	هوا	3
vobj	lx-0388	کشتن	lx-0049	ماه	3
vobj	lx-0369	گذاشتن	lx-1055	احترام	3
vobj	lx-0153	گرفتن	lx-4050	شکل	3
vobj	lx-0153	گرفتن	lx-0240	عکس	3
vobj	lx-0153	گرفتن	lx-0154	یاد	3
vobj	lx-0093	گفتن	lx-0189	قصه	3
vobj	lx-0093	گفتن	lx-0059	مردم	3
vobj	lx-0093	گفتن	lx-0038	نان	3
vobj	lx-0155	نوشتن	lx-0074	کتاب	3
vobj	lx-0382	یافتن	lx-1333	توسعه	3
vobj	lx-0382	یافتن	lx-0048	سال	3
