# Darya core lexicon - B1 batch (AI scripted)
# rank|dari|translit|pos|register|glossEn|exampleDari|exampleTranslit|exampleEn|tags|variants
1547|باتلاق|bātlāq|noun|neutral|swamp/marsh|گذر از باتلاق بسیار دشوار بود.|guzar az bātlāq bisyār dushwār būd.|Crossing the swamp was very difficult.|Abstract Concepts|
1548|تپه|tapa|noun|neutral|hill|خانه‌ای زیبا روی تپه ساخته شده بود.|khāna-ī zēbā rō-yi tapa sākhta shuda būd.|A beautiful house was built on the hill.|Geography & Places|
1549|پستاندار|pistāndār|noun|neutral|mammal|نهنگ بزرگترین پستاندار جهان است.|nahang buzurgtarīn pistāndār-i jahān ast.|The whale is the largest mammal in the world.|Abstract Concepts|
1550|خزنده|khazanda|noun|neutral|reptile|مارها و مارمولک‌ها نوعی خزنده هستند.|mār-hā wa mārmūlak-hā naw'ē khazanda hastand.|Snakes and lizards are a type of reptile.|Abstract Concepts|
1551|دوزیست|dūzīst|noun|neutral|amphibian|قورباغه یک دوزیست است که در آب و خشکی زندگی می‌کند.|qūrbāgha yak dūzīst ast ki dar āb wa khushkī zindagī mēkunad.|A frog is an amphibian that lives in water and on land.|Abstract Concepts|
1552|گوشتخوار|gōshtkhwār|noun|neutral|carnivore|شیر یک حیوان گوشتخوار است.|shēr yak haywān-i gōshtkhwār ast.|The lion is a carnivorous animal.|Abstract Concepts|
1553|گیاهخوار|giyāhkhwār|noun|neutral|herbivore|گوزن یک حیوان گیاهخوار است.|gawazn yak haywān-i giyāhkhwār ast.|The deer is an herbivorous animal.|Abstract Concepts|
1554|درنده|daranda|adjective|neutral|predator/ferocious|گرگ‌ها حیوانات درنده‌ای هستند.|gurg-hā haywānāt-i daranda-ī hastand.|Wolves are ferocious animals.|Descriptions & Qualities|
1555|طعمه|tu'ma|noun|neutral|prey|عقاب طعمه خود را از دور می‌بیند.|uqāb tu'ma-yi khud rā az dūr mēbīnad.|The eagle sees its prey from afar.|Abstract Concepts|
1556|پلنگ|palang|noun|neutral|leopard|پلنگ برفی در کوه‌های هندوکش زندگی می‌کند.|palang-i barfī dar kōh-hā-yi hindūkush zindagī mēkunad.|The snow leopard lives in the Hindu Kush mountains.|Abstract Concepts|
1557|کرگدن|kargadan|noun|neutral|rhinoceros|کرگدن‌ها پوست بسیار کلفتی دارند.|kargadan-hā pōst-i bisyār kuluftē dārand.|Rhinoceroses have very thick skin.|Abstract Concepts|
1558|زرافه|zarrāfa|noun|neutral|giraffe|زرافه گردن درازی برای خوردن برگ‌ها دارد.|zarrāfa gardan-i darāzē barāyi khūrdan-i barg-hā dārad.|The giraffe has a long neck for eating leaves.|Abstract Concepts|
1559|گورخر|gūrkhar|noun|neutral|zebra|گورخرها خطوط سیاه و سفید دارند.|gūrkhar-hā khutūt-i siyāh wa safēd dārand.|Zebras have black and white stripes.|Abstract Concepts|
1560|اسب آبی|asb-i ābī|noun|neutral|hippopotamus|اسب آبی بیشتر وقت خود را در آب می‌گذراند.|asb-i ābī bēshtar-i waqt-i khud rā dar āb mēguzarānad.|The hippopotamus spends most of its time in the water.|Abstract Concepts|
1561|یوزپلنگ|yūzpalang|noun|neutral|cheetah|یوزپلنگ سریع‌ترین حیوان خشکی است.|yūzpalang sarī'tarīn haywān-i khushkī ast.|The cheetah is the fastest land animal.|Abstract Concepts|
1562|تمساح|timsāh|noun|neutral|crocodile|تمساح‌ها در رودخانه‌های گرم زندگی می‌کنند.|timsāh-hā dar rōdkhāna-hā-yi garm zindagī mēkunand.|Crocodiles live in warm rivers.|Abstract Concepts|
1563|لاک‌پشت|lākpusht|noun|neutral|turtle/tortoise|لاک‌پشت دریایی هزاران کیلومتر مهاجرت می‌کند.|lākpusht-i daryāī hazārān kīlūmitr muhājirat mēkunad.|The sea turtle migrates thousands of kilometers.|Abstract Concepts|
1564|شامپانزه|shāmpānza|noun|neutral|chimpanzee|شامپانزه‌ها حیوانات بسیار باهوشی هستند.|shāmpānza-hā haywānāt-i bisyār bāhōshē hastand.|Chimpanzees are very intelligent animals.|Abstract Concepts|
1565|میمون|maymūn|noun|neutral|monkey|میمون‌ها روی شاخه‌های درختان بازی می‌کردند.|maymūn-hā rō-yi shākha-hā-yi dirakhtān bāzī mēkardand.|The monkeys were playing on the tree branches.|Animals & Pets|
1566|گوزن|gawazn|noun|neutral|deer|گوزن‌ها شاخ‌های زیبایی دارند.|gawazn-hā shākh-hā-yi zēbāī dārand.|Deer have beautiful antlers.|Abstract Concepts|
1567|خرس قطبی|khirs-i qutbī|noun|neutral|polar bear|خرس قطبی شکارچی ماهری روی یخ است.|khirs-i qutbī shikārchī-yi māhirē rō-yi yakh ast.|The polar bear is a skilled hunter on the ice.|Animals & Pets|
1568|پنگوئن|pangu'an|noun|neutral|penguin|پنگوئن‌ها پرندگانی هستند که نمی‌توانند پرواز کنند.|pangu'an-hā parandagānē hastand ki namētāwanand parwāz kunand.|Penguins are birds that cannot fly.|Abstract Concepts|
1569|نهنگ|nahang|noun|neutral|whale|صدای نهنگ در اعماق اقیانوس شنیده می‌شود.|sadā-yi nahang dar a'māq-i uqyānūs shinīda mēshawad.|The whale's song is heard in the depths of the ocean.|Abstract Concepts|
1570|کوسه|kōsa|noun|neutral|shark|کوسه سفید یکی از خطرناک‌ترین حیوانات دریایی است.|kōsa-yi safēd yakē az khatarnāktarīn haywānāt-i daryāī ast.|The white shark is one of the most dangerous marine animals.|Abstract Concepts|
1571|دلفین|dulfīn|noun|neutral|dolphin|دلفین‌ها اغلب در کنار کشتی‌ها شنا می‌کنند.|dulfīn-hā aghlab dar kinār-i kashtī-hā shinā mēkunand.|Dolphins often swim alongside ships.|Abstract Concepts|
1572|هشت‌پا|hashtpā|noun|neutral|octopus|هشت‌پا می‌تواند رنگ پوست خود را تغییر دهد.|hashtpā mētāwanad rang-i pōst-i khud rā taghyīr dihad.|An octopus can change the color of its skin.|Abstract Concepts|
1573|خرچنگ|kharchang|noun|neutral|crab|ما در ساحل چند خرچنگ کوچک دیدیم.|mā dar sāhil chand kharchang-i kōchak dīdēm.|We saw some small crabs on the beach.|Abstract Concepts|
1574|عروس دریایی|arūs-i daryāī|noun|neutral|jellyfish|نیش عروس دریایی دردناک است.|nēsh-i arūs-i daryāī dardnāk ast.|A jellyfish sting is painful.|Abstract Concepts|
1575|عقاب|uqāb|noun|neutral|eagle|عقاب در ارتفاعات بلند پرواز می‌کند.|uqāb dar irtifā'āt-i buland parwāz mēkunad.|The eagle flies at high altitudes.|Abstract Concepts|
1576|شاهین|shāhīn|noun|neutral|falcon|شاهین با سرعت زیادی به سمت شکار شیرجه می‌رود.|shāhīn bā sur'at-i ziyādē ba samt-i shikār shīrja mērawad.|The falcon dives towards its prey at great speed.|Abstract Concepts|
1577|جغد|jughd|noun|neutral|owl|جغد یک پرنده شبگرد است.|jughd yak paranda-yi shabgard ast.|The owl is a nocturnal bird.|Abstract Concepts|
1578|طوطی|tūtī|noun|neutral|parrot|بعضی از طوطی‌ها می‌توانند صحبت کنند.|ba'zē az tūtī-hā mētāwanand suhbat kunand.|Some parrots can speak.|Abstract Concepts|
1579|طاووس|tāwūs|noun|neutral|peacock|پرهای طاووس بسیار رنگارنگ و زیبا هستند.|par-hā-yi tāwūs bisyār rangārang wa zēbā hastand.|A peacock's feathers are very colorful and beautiful.|Abstract Concepts|
1580|لک‌لک|laklak|noun|neutral|stork|لک‌لک‌ها لانه خود را روی جاهای بلند می‌سازند.|laklak-hā lāna-yi khud rā rō-yi jā-hā-yi buland mēsāzand.|Storks build their nests on high places.|Abstract Concepts|
1581|خفاش|khufāsh|noun|neutral|bat|خفاش‌ها با استفاده از صدا مسیر خود را پیدا می‌کنند.|khufāsh-hā bā istifāda az sadā masīr-i khud rā paydā mēkunand.|Bats use sound to find their way.|Abstract Concepts|
1582|عنکبوت|ankabūt|noun|neutral|spider|عنکبوت در گوشه اتاق تار تنیده بود.|ankabūt dar gōsha-yi utāq tār tanīda būd.|The spider had spun a web in the corner of the room.|Animals & Pets|
1583|عقرب|aqrab|noun|neutral|scorpion|نیش بعضی عقرب‌ها کشنده است.|nēsh-i ba'zē aqrab-hā kushanda ast.|The sting of some scorpions is fatal.|Abstract Concepts|
1584|زنبور عسل|zanbūr-i asal|noun|neutral|honeybee|زنبورهای عسل برای گرده‌افشانی گیاهان مفیدند.|zanbūr-hā-yi asal barāyi gurda'afshānī-yi giyāhān mufīdand.|Honeybees are useful for pollinating plants.|Abstract Concepts|
1585|پروانه|parwāna|noun|neutral|butterfly|پروانه روی گل نشست.|parwāna rō-yi gul nishast.|The butterfly landed on the flower.|Abstract Concepts|
1586|مورچه|mōrcha|noun|neutral|ant|مورچه‌ها به صورت گروهی کار می‌کنند.|mōrcha-hā ba sūrat-i gurōhī kār mēkunand.|Ants work in groups.|Abstract Concepts|
1587|کرم|kirm|noun|neutral|worm|کرم خاکی برای خاک باغچه خوب است.|kirm-i khākī barāyi khāk-i bāghcha khūb ast.|Earthworms are good for garden soil.|Abstract Concepts|
1588|ستاره‌شناسی|sitārashināsī|noun|neutral|astronomy|ستاره‌شناسی علم مطالعه کهکشان‌هاست.|sitārashināsī ilm-i mutāli'a-yi kahkashān-hāst.|Astronomy is the science of studying galaxies.|Abstract Concepts|
1589|کهکشان|kahkashān|noun|neutral|galaxy|زمین در کهکشان راه شیری قرار دارد.|zamīn dar kahkashān-i rāh-i shērī qarār dārad.|The Earth is located in the Milky Way galaxy.|Abstract Concepts|
1590|سیاره|sayyāra|noun|neutral|planet|مریخ چهارمین سیاره در منظومه شمسی است.|mirrīkh chahārumīn sayyāra dar manzūma-yi shamsī ast.|Mars is the fourth planet in the solar system.|Science & Technology|
1591|منظومه شمسی|manzūma-yi shamsī|noun|neutral|solar system|خورشید در مرکز منظومه شمسی است.|khurshīd dar markaz-i manzūma-yi shamsī ast.|The sun is at the center of the solar system.|Abstract Concepts|
1592|شهاب‌سنگ|shahābsang|noun|neutral|meteorite|یک شهاب‌سنگ بزرگ به زمین برخورد کرد.|yak shahābsang-i buzurg ba zamīn barkhurd kard.|A large meteorite hit the earth.|Abstract Concepts|
1593|مدار|madār|noun|neutral|orbit|ماه در مدار خود دور زمین می‌چرخد.|māh dar madār-i khud dawr-i zamīn mēcharkhad.|The moon revolves around the earth in its orbit.|Abstract Concepts|
1594|جاذبه|jāziba|noun|neutral|gravity|نیروی جاذبه ما را روی زمین نگه می‌دارد.|nērō-yi jāziba mā rā rō-yi zamīn nigah mēdārad.|The force of gravity keeps us on the earth.|Abstract Concepts|
1595|سیاه‌چاله|siyāhchāla|noun|neutral|black hole|حتی نور هم نمی‌تواند از سیاه‌چاله فرار کند.|hattā nūr ham namētāwanad az siyāhchāla farār kunad.|Even light cannot escape from a black hole.|Colors & Shapes|
1596|فضاپیما|fazāpaymā|noun|neutral|spaceship/spacecraft|فضاپیما با موفقیت روی مریخ فرود آمد.|fazāpaymā bā muwaffaqiyat rō-yi mirrīkh furūd āmad.|The spacecraft successfully landed on Mars.|Abstract Concepts|
1597|فضانورد|fazānaward|noun|neutral|astronaut|فضانوردان در فضا بی‌وزنی را تجربه می‌کنند.|fazānawardān dar fazā bēwaznī rā tajruba mēkunand.|Astronauts experience weightlessness in space.|Abstract Concepts|
1598|رصدخانه|rasadkhāna|noun|neutral|observatory|دانشمندان از طریق تلسکوپ رصدخانه ستاره‌ها را می‌بینند.|dānishmandān az tarīq-i tiliskūp-i rasadkhāna sitāra-hā rā mēbīnand.|Scientists view the stars through the observatory's telescope.|Abstract Concepts|
1599|تلسکوپ|tiliskūp|noun|neutral|telescope|او با تلسکوپ به ماه نگاه کرد.|ū bā tiliskūp ba māh nigāh kard.|He looked at the moon with a telescope.|Abstract Concepts|
1600|فیزیک|fīzīk|noun|neutral|physics|قوانین فیزیک حرکت اشیا را توضیح می‌دهند.|qawānīn-i fīzīk harakat-i ashyā rā tawzēh mēdihand.|The laws of physics explain the movement of objects.|Science & Technology|
1601|شیمی|shīmī|noun|neutral|chemistry|در کلاس شیمی ما آزمایش انجام دادیم.|dar kilās-i shīmī mā āzmāyish anjām dādēm.|We did an experiment in chemistry class.|Science & Technology|
1602|زیست‌شناسی|zīstshināsī|noun|neutral|biology|زیست‌شناسی علم بررسی موجودات زنده است.|zīstshināsī ilm-i barrisī-yi mawjūdāt-i zinda ast.|Biology is the science of studying living organisms.|Science & Technology|
1603|عنصر|unsur|noun|neutral|element|آهن یک عنصر شیمیایی مهم است.|āhan yak unsur-i shīmiyāī-yi muhim ast.|Iron is an important chemical element.|Abstract Concepts|
1604|مولکول|mūlīkūl|noun|neutral|molecule|هر مولکول آب از دو اتم هیدروژن و یک اتم اکسیژن ساخته شده است.|har mūlīkūl-i āb az dū atum-i haydrūzhan wa yak atum-i uksīzhan sākhta shuda ast.|Every water molecule is made of two hydrogen atoms and one oxygen atom.|Abstract Concepts|
1605|اتم|atum|noun|neutral|atom|اتم کوچکترین ذره یک عنصر است.|atum kōchaktarīn zarra-yi yak unsur ast.|An atom is the smallest particle of an element.|Abstract Concepts|
1606|الکترون|iliktrūn|noun|neutral|electron|الکترون‌ها دور هسته اتم می‌چرخند.|iliktrūn-hā dawr-i hasta-yi atum mēcharkhand.|Electrons revolve around the nucleus of an atom.|Abstract Concepts|
1607|هسته|hasta|noun|neutral|nucleus/core|هسته زمین بسیار داغ است.|hasta-yi zamīn bisyār dāgh ast.|The core of the Earth is very hot.|Abstract Concepts|
1608|مایع|māyi'|noun|neutral|liquid|آب در دمای اتاق یک مایع است.|āb dar damā-yi utāq yak māyi' ast.|Water is a liquid at room temperature.|Abstract Concepts|
1609|جامد|jāmid|noun|neutral|solid|یخ حالت جامد آب است.|yakh hālat-i jāmid-i āb ast.|Ice is the solid state of water.|Abstract Concepts|
1610|گاز|gāz|noun|neutral|gas|هوا مخلوطی از چند گاز است.|hawā makhlūtē az chand gāz ast.|Air is a mixture of several gases.|Abstract Concepts|
1611|محلول|mahlūl|noun|neutral|solution (chemical)|او نمک را در آب حل کرد تا محلول بسازد.|ū namak rā dar āb hal kard tā mahlūl bisāzad.|He dissolved salt in water to make a solution.|Abstract Concepts|
1612|تبخیر|tabkhīr|noun|neutral|evaporation|گرما باعث تبخیر آب می‌شود.|garmā bā'is-i tabkhīr-i āb mēshawad.|Heat causes the evaporation of water.|Abstract Concepts|
1613|انجماد|injimād|noun|neutral|freezing|نقطه انجماد آب صفر درجه است.|nuqta-yi injimād-i āb sifr daraja ast.|The freezing point of water is zero degrees.|Abstract Concepts|
1614|ذوب|zawb|noun|neutral|melting|ذوب شدن یخ‌ها سطح آب دریاها را بالا می‌برد.|zawb shudan-i yakh-hā sath-i āb-i daryā-hā rā bālā mēbarad.|The melting of ice raises the sea level.|Abstract Concepts|
1615|چگالی|chigālī|noun|neutral|density|چگالی روغن کمتر از آب است.|chigālī-yi rawghan kamtar az āb ast.|The density of oil is less than water.|Abstract Concepts|
1616|فشار|fishār|noun|neutral|pressure|فشار هوا در ارتفاعات کمتر است.|fishār-i hawā dar irtifā'āt kamtar ast.|Air pressure is lower at high altitudes.|Abstract Concepts|
1617|اصطکاک|istikāk|noun|neutral|friction|اصطکاک بین لاستیک و جاده باعث توقف موتر می‌شود.|istikāk bayn-i lāstīk wa jāda bā'is-i tawaqquf-i mōtar mēshawad.|Friction between the tire and the road causes the car to stop.|Abstract Concepts|
1618|طول موج|tūl-i mawj|noun|neutral|wavelength|رنگ‌های مختلف طول موج‌های متفاوتی دارند.|rang-hā-yi mukhtalif tūl-i mawj-hā-yi mutafāwitē dārand.|Different colors have different wavelengths.|Abstract Concepts|
1619|فرکانس|frikāns|noun|neutral|frequency|فرکانس این صدا برای انسان قابل شنیدن نیست.|frikāns-i īn sadā barāyi insān qābil-i shinīdan nēst.|The frequency of this sound is not audible to humans.|Abstract Concepts|
1620|انعکاس|in'ikās|noun|neutral|reflection|انعکاس کوه در آب دریاچه دیده می‌شد.|in'ikās-i kōh dar āb-i daryācha dīda mēshud.|The reflection of the mountain was seen in the lake water.|Abstract Concepts|
1621|انکسار|inkisār|noun|neutral|refraction|انکسار نور باعث تشکیل رنگین‌کمان می‌شود.|inkisār-i nūr bā'is-i tashkīl-i rangīnkumān mēshawad.|The refraction of light causes the formation of a rainbow.|Abstract Concepts|
1622|مغناطیس|mighnātīs|noun|neutral|magnet/magnetism|قطب‌نما با نیروی مغناطیس کار می‌کند.|qutbnamā bā nērō-yi mighnātīs kār mēkunad.|A compass works with the force of magnetism.|Abstract Concepts|
1623|الکتریسیته|iliktrīsīta|noun|neutral|electricity|بسیاری از وسایل با الکتریسیته کار می‌کنند.|bisyārī az wasāyil bā iliktrīsīta kār mēkunand.|Many appliances work with electricity.|Science & Technology|
1624|رسانا|rasānā|noun|neutral|conductor|مس یک رسانای خوب برای برق است.|mis yak rasānā-yi khūb barāyi barq ast.|Copper is a good conductor for electricity.|Abstract Concepts|
1625|عایق|āyiq|noun|neutral|insulator|پلاستیک یک عایق الکتریکی است.|plāstīk yak āyiq-i iliktrīkī ast.|Plastic is an electrical insulator.|Abstract Concepts|
1626|سلول|silūl|noun|neutral|cell (biology)|بدن انسان از تریلیون‌ها سلول تشکیل شده است.|badan-i insān az trīliyūn-hā silūl tashkīl shuda ast.|The human body is made up of trillions of cells.|Science & Technology|
1627|بافت|bāft|noun|neutral|tissue (biology)|بافت عضلانی به حرکت بدن کمک می‌کند.|bāft-i azalānī ba harakat-i badan kumak mēkunad.|Muscle tissue helps body movement.|Science & Technology|
1628|اندام|andām|noun|neutral|organ|قلب یک اندام حیاتی است.|qalb yak andām-i hayātī ast.|The heart is a vital organ.|Abstract Concepts|
1629|اسکلت|iskilit|noun|neutral|skeleton|اسکلت به بدن شکل می‌دهد.|iskilit ba badan shakl mēdihad.|The skeleton gives shape to the body.|Abstract Concepts|
1630|عصب|asab|noun|neutral|nerve|سیستم عصبی پیام‌ها را به مغز می‌فرستد.|sīstam-i asabī payām-hā rā ba maghz mēfiristad.|The nervous system sends messages to the brain.|Abstract Concepts|
1631|شریان|sharyān|noun|neutral|artery|شریان‌ها خون را از قلب خارج می‌کنند.|sharyān-hā khūn rā az qalb khārij mēkunand.|Arteries carry blood away from the heart.|Abstract Concepts|
1632|ریه|riya|noun|neutral|lung|استعمال دخانیات به ریه‌ها آسیب می‌رساند.|isti'māl-i dukhāniyāt ba riya-hā āsēb mērasānad.|Smoking damages the lungs.|Abstract Concepts|
1633|معده|mi'da|noun|neutral|stomach|غذا در معده هضم می‌شود.|ghazā dar mi'da hazm mēshawad.|Food is digested in the stomach.|Body & Anatomy|
1634|روده|rōda|noun|neutral|intestine|روده مواد مغذی را جذب می‌کند.|rōda mawād-i mughazzī rā jazb mēkunad.|The intestine absorbs nutrients.|Abstract Concepts|
1635|کبد|kabad|noun|neutral|liver|کبد سموم را از خون پاک می‌کند.|kabad sumūm rā az khūn pāk mēkunad.|The liver removes toxins from the blood.|Abstract Concepts|
1636|کلیه|kulliya|noun|neutral|kidney|کلیه‌ها خون را تصفیه می‌کنند.|kulliya-hā khūn rā tasfiya mēkunand.|The kidneys filter the blood.|Abstract Concepts|
1637|ژنتیک|zhinitīk|noun|neutral|genetics|علم ژنتیک صفات ارثی را بررسی می‌کند.|ilm-i zhinitīk sifāt-i irsī rā barrisī mēkunad.|The science of genetics studies inherited traits.|Abstract Concepts|
1638|دی‌ان‌ای|dī-in-ay|noun|neutral|DNA|دی‌ان‌ای حامل اطلاعات ژنتیکی است.|dī-in-ay hāmil-i ittilā'āt-i zhinitīkī ast.|DNA carries genetic information.|Abstract Concepts|
1639|ژن|zhin|noun|neutral|gene|ژن‌ها رنگ چشم را تعیین می‌کنند.|zhin-hā rang-i chashm rā ta'yīn mēkunand.|Genes determine eye color.|Abstract Concepts|
1640|وراثت|wirāsat|noun|neutral|heredity|وراثت نقش مهمی در بیماری‌ها دارد.|wirāsat naqsh-i muhimē dar bīmārī-hā dārad.|Heredity plays an important role in diseases.|Abstract Concepts|
1641|تکامل|takāmul|noun|neutral|evolution|نظریه تکامل تغییرات گونه‌ها را توضیح می‌دهد.|nazariya-yi takāmul taghyīrāt-i gūna-hā rā tawzēh mēdihad.|The theory of evolution explains the changes in species.|Abstract Concepts|
1642|جهش|jahish|noun|neutral|mutation|جهش ژنتیکی می‌تواند باعث بیماری شود.|jahish-i zhinitīkī mētāwanad bā'is-i bīmārī shawad.|Genetic mutation can cause disease.|Abstract Concepts|
1643|باکتری|bāktirī|noun|neutral|bacteria|بعضی باکتری‌ها برای بدن مفید هستند.|ba'zē bāktirī-hā barāyi badan mufīd hastand.|Some bacteria are beneficial to the body.|Health & Medicine|
1644|قارچ|qārch|noun|neutral|fungus/mushroom|بعضی قارچ‌ها سمی هستند و نباید خورده شوند.|ba'zē qārch-hā sammī hastand wa nabāyad khūrda shawand.|Some mushrooms are toxic and should not be eaten.|Abstract Concepts|
1645|انگل|angal|noun|neutral|parasite|این حیوان به یک انگل آلوده شده است.|īn haywān ba yak angal ālūda shuda ast.|This animal is infected with a parasite.|Abstract Concepts|
1646|واکسن|wāksin|noun|neutral|vaccine|واکسن از ابتلا به بیماری جلوگیری می‌کند.|wāksin az ibtilā ba bīmārī jilawgīrī mēkunad.|The vaccine prevents getting the disease.|Abstract Concepts|
1647|پادتن|pādtan|noun|neutral|antibody|بدن برای مبارزه با ویروس پادتن تولید می‌کند.|badan barāyi mubāraza bā wīrūs pādtan tawlīd mēkunad.|The body produces antibodies to fight the virus.|Abstract Concepts|
1648|سیستم ایمنی|sīstam-i īmanī|noun|neutral|immune system|خواب کافی سیستم ایمنی را تقویت می‌کند.|khwāb-i kāfī sīstam-i īmanī rā taqwiyat mēkunad.|Adequate sleep strengthens the immune system.|Abstract Concepts|
1649|تنفس|tanaffus|noun|neutral|respiration/breathing|هنگام خواب تنفس آرام‌تر می‌شود.|hangām-i khwāb tanaffus ārāmtar mēshawad.|During sleep, breathing becomes calmer.|Abstract Concepts|
1650|هضم|hazm|noun|neutral|digestion|هضم این غذا برای معده سخت است.|hazm-i īn ghazā barāyi mi'da sakht ast.|The digestion of this food is hard for the stomach.|Abstract Concepts|
1651|متابولیسم|mitābūlīsm|noun|neutral|metabolism|متابولیسم بدن او بسیار بالاست.|mitābūlīsm-i badan-i ū bisyār bālāst.|His body's metabolism is very high.|Abstract Concepts|
1652|هورمون|hūrmūn|noun|neutral|hormone|هورمون‌ها رشد بدن را تنظیم می‌کنند.|hūrmūn-hā rushd-i badan rā tanzīm mēkunand.|Hormones regulate body growth.|Abstract Concepts|
1653|غده|ghudda|noun|neutral|gland|تیروئید یک غده مهم در گردن است.|tīrū'īd yak ghudda-yi muhim dar gardan ast.|The thyroid is an important gland in the neck.|Abstract Concepts|
1654|ترشح|tarashshuh|noun|neutral|secretion|ترشح عرق باعث خنک شدن بدن می‌شود.|tarashshuh-i araq bā'is-i khunak shudan-i badan mēshawad.|The secretion of sweat cools down the body.|Abstract Concepts|
1655|دمای بدن|damā-yi badan|noun|neutral|body temperature|دمای بدن او کمی بالا رفته است.|damā-yi badan-i ū kamē bālā rafta ast.|His body temperature has gone up slightly.|Weather & Climate|
1656|علامت|alāmat|noun|neutral|symptom/sign|سرفه خشک یکی از علائم این بیماری است.|surfa-yi khushk yakē az alāyim-i īn bīmārī ast.|A dry cough is one of the symptoms of this disease.|Abstract Concepts|
1657|تشخیص|tashkhīs|noun|neutral|diagnosis|تشخیص زودهنگام بیماری بسیار مهم است.|tashkhīs-i zūdhangām-i bīmārī bisyār muhim ast.|Early diagnosis of the disease is very important.|Abstract Concepts|
1658|درمان|darmān|noun|neutral|treatment|درمان این بیماری ماه‌ها طول می‌کشد.|darmān-i īn bīmārī māh-hā tūl mēkashad.|The treatment of this disease takes months.|Abstract Concepts|
1659|دارو|dārū|noun|neutral|medicine/drug|این دارو را باید بعد از غذا بخورید.|īn dārū rā bāyad ba'd az ghazā bukhūrēd.|You should take this medicine after food.|Health & Medicine|
1660|بیهوشی|bēhōshī|noun|neutral|anesthesia|بیمار قبل از عمل تحت بیهوشی قرار گرفت.|bēmār qabl az amal taht-i bēhōshī qarār girift.|The patient was put under anesthesia before the operation.|Abstract Concepts|
1661|پانسمان|pānsmān|noun|neutral|dressing/bandage|پرستار زخم را پانسمان کرد.|parastār zakhm rā pānsmān kard.|The nurse dressed the wound.|Abstract Concepts|
1662|خونریزی|khūnrēzī|noun|neutral|bleeding|خونریزی داخلی بسیار خطرناک است.|khūnrēzī-yi dākhilī bisyār khatarnāk ast.|Internal bleeding is very dangerous.|Abstract Concepts|
1663|شکستگی|shikastagī|noun|neutral|fracture|عکس رادیولوژی نشان داد که استخوان شکستگی دارد.|aks-i rādiyūlūzhī nishān dād ki ustukhwān shikastagī dārad.|The X-ray showed that the bone has a fracture.|Abstract Concepts|
1664|سوختگی|sōkhtagī|noun|neutral|burn|او بر اثر تماس با آب جوش دچار سوختگی شد.|ū bar asar-i tamās bā āb-i jūsh duchār-i sōkhtagī shud.|He suffered a burn from contact with boiling water.|Abstract Concepts|
1665|افسردگی|afsordagī|noun|neutral|depression|او از افسردگی شدید رنج می‌برد.|ō az afsordagī-yi shadīd ranj mēbarad.|He suffers from severe depression.|Abstract Concepts|
1666|واکسین|wāksīn|noun|neutral|vaccine|کودک باید واکسین شود.|kōdak bāyad wāksīn shawad.|The child must be vaccinated.|Abstract Concepts|
1667|واکسیناسیون|wāksīnāsyūn|noun|formal|vaccination|برنامه واکسیناسیون آغاز شد.|barnāma-yi wāksīnāsyūn āghāz shud.|The vaccination program began.|Abstract Concepts|
1668|معالجه|mu'ālaja|noun|formal|treatment|معالجه این مرض زمان می‌برد.|mu'ālaja-yi īn maraz zamān mēbarad.|The treatment of this disease takes time.|Abstract Concepts|
1669|تداوی|tadāwī|noun|neutral|treatment/cure|او برای تداوی به خارج رفت.|ō barā-yi tadāwī ba khārij raft.|He went abroad for treatment.|Health & Medicine|
1670|متخصص|mutakhassis|noun|neutral|specialist|باید به یک داکتر متخصص مراجعه کنی.|bāyad ba yak dāktar-i mutakhassis murāja'a kunī.|You should visit a specialist doctor.|Abstract Concepts|
1671|معاینه|mu'āyina|noun|neutral|examination|معاینه فیزیکی توسط داکتر انجام شد.|mu'āyina-yi fīzīkī tawassut-i dāktar anjām shud.|A physical examination was performed by the doctor.|Abstract Concepts|
1672|روانشناس|rawānshinās|noun|neutral|psychologist|من با یک روانشناس صحبت کردم.|man bā yak rawānshinās suhbat kardam.|I talked to a psychologist.|Abstract Concepts|
1673|روانپزشک|rawānpizishk|noun|formal|psychiatrist|روانپزشک دارو تجویز کرد.|rawānpizishk dārū tajwīz kard.|The psychiatrist prescribed medicine.|Abstract Concepts|
1674|جراح|jarrāh|noun|neutral|surgeon|جراح ماهر جان بیمار را نجات داد.|jarrāh-i māhir jān-i bēmār rā najāt dād.|The skilled surgeon saved the patient's life.|Abstract Concepts|
1675|بستر|bistar|noun|neutral|hospital bed/admission|بیمار در بستر استراحت می‌کند.|bēmār dar bistar istirāhat mēkunad.|The patient is resting in bed.|Home & Furniture|
1676|بستری شدن|bistarī shudan|verb|neutral|to be hospitalized|او هفته گذشته بستری شد.|ō hafta-yi guzashta bistarī shud.|He was hospitalized last week.|Actions & Movement|شَو
1677|شکر|shakar|noun|neutral|diabetes|مرض شکر در خانواده او ارثی است.|maraz-i shakar dar khānawāda-yi ō irsī ast.|Diabetes is hereditary in his family.|Abstract Concepts|
1678|مرض قند|maraz-i qand|noun|neutral|diabetes|مرض قند نیاز به پرهیز دارد.|maraz-i qand niyāz ba parhēz dārad.|Diabetes requires a diet.|Abstract Concepts|
1679|سرطان|saratān|noun|neutral|cancer|سرطان یک بیماری کشنده است.|saratān yak bēmārī-yi kushunda ast.|Cancer is a deadly disease.|Abstract Concepts|
